company_name,cin,financial_year,cohort,sector,target_wilful_default,debt_to_equity,debt_to_assets,ebitda_margin,pat_margin,roa,roe,ebitda_to_interest,cfo_to_assets,cfo_to_debt,cfo_to_ebitda,retained_earnings_to_assets,net_cash_change_to_assets,log_total_assets,log_revenue,revenue_growth_yoy,debt_growth_yoy,cfo_growth_yoy,asset_growth_yoy
Blue Dart Express Limited,L66000MH1991PLC062329,2018,non_defaulter,Logistics,0,0.2673107890499195,0.1353996737357259,0.1013973486205661,0.0508778215693299,0.1158238172920065,0.2286634460547504,10.884615384615383,0.1712887438825448,1.2650602409638554,0.7420494699646644,0.4869494290375203,-0.0244698205546492,7.111512116496157,7.934155233536322,,,,
Blue Dart Express Limited,L66000MH1991PLC062329,2019,non_defaulter,Logistics,0,0.2195488721804511,0.1065693430656934,0.060347551342812,0.0278041074249605,0.0642335766423357,0.1323308270676691,12.733333333333333,0.1145985401459854,1.0753424657534247,0.8219895287958116,0.4678832116788321,0.0291970802919708,7.222566018822171,8.059908334578276,0.1340021497671085,-0.1204819277108433,-0.2523809523809524,0.1174551386623164
Blue Dart Express Limited,L66000MH1991PLC062329,2020,non_defaulter,Logistics,0,0.1284246575342466,0.0480461242793081,0.0435881238155401,-0.0120025268477574,-0.0243433696348494,-0.0650684931506849,4.3125,0.0602178090967328,1.2533333333333334,0.6811594202898551,0.358744394618834,-0.1076233183856502,7.353081920515432,8.060224240440958,0.0003159557661927,-0.4863013698630137,-0.4012738853503185,0.1394160583941605
Britannia Industries Limited,L15412WB1918PLC002964,2016,non_defaulter,FMCG / Foods,0,0.0004960317460317,0.0003225806451612,0.1601138127263321,0.0986808070356958,0.2461290322580645,0.3784722222222222,1238.0,0.2832258064516129,878.0,0.7092084006462036,0.6425806451612903,-0.0029032258064516,8.039157390473237,8.953122840328222,,,,
Britannia Industries Limited,L15412WB1918PLC002964,2017,non_defaulter,FMCG / Foods,0,0.0003872966692486,0.0002705627705627,0.1602091751842168,0.1003090087948657,0.2283549783549783,0.3268783888458559,1348.0,0.1087662337662337,402.0,0.2982195845697329,0.6920995670995671,0.0008116883116883,8.215006432761575,9.037652264150466,0.0882048629073978,0.0,-0.5421412300683371,0.192258064516129
Britannia Industries Limited,L15412WB1918PLC002964,2018,non_defaulter,FMCG / Foods,0,0.0030911901081916,0.0021612275772638,0.1683147033533963,0.1018916595012897,0.2048843743246163,0.2930448222565688,1566.0,0.2556732223903177,118.3,0.7554278416347382,0.6939701750594338,0.0121028744326777,8.439663988907,9.1381996941985,0.1057760874732588,9.0,1.9427860696517416,0.2518939393939394
C Mahendra Exports Limited,L27205MH2007PLC166717,2013,defaulter,Gems & Jewellery,1,1.7442484537094611,0.499105713135248,0.0588224150342893,0.0147624370098132,0.0145941997771306,0.0510030434924894,1.4340145479736752,0.0095468634409911,0.0191279386104804,0.164170692431562,0.2506344286396538,0.0007304123083838,7.666587198520926,7.655125458152122,,,,
C Mahendra Exports Limited,L27205MH2007PLC166717,2014,defaulter,Gems & Jewellery,1,1.794110485219396,0.4718376303734348,0.0484998493179785,0.0029247133336297,0.0025274195132155,0.0096102336001038,1.219654615480184,0.0062630480167014,0.0132737357377464,0.1494346541713354,0.2306142227117674,-0.0007599335698519,7.758892900897696,7.612895257593758,-0.0413509263819952,0.0367830540910711,-0.2805296714075527,0.0967000346477632
C Mahendra Exports Limited,L27205MH2007PLC166717,2015,defaulter,Gems & Jewellery,1,2.367983579238304,0.5715694257767663,-0.0892872444345426,-0.2295590478312282,-0.0657075022809995,-0.2722228996463846,-0.7113599126160569,-0.0129943391968919,-0.0227344896540478,0.5084452975047984,0.2055303201247927,-8.339138027450481e-05,7.620008766031817,6.36906158954034,-0.7117230612658278,0.0542893077208443,-2.805725971370143,-0.1296711366130017
Carborundum Universal Limited,L99999TN1954PLC000759,2015,non_defaulter,Engineering / Manufacturing,0,0.0976744186046511,0.0732984293193717,0.2299741602067183,0.1274763135228251,0.1291448516579406,0.1720930232558139,29.666666666666668,0.0924956369982548,1.261904761904762,0.3970037453183521,0.7338568935427574,-0.0043630017452006,7.044032897274685,7.057036981697891,,,,
Carborundum Universal Limited,L99999TN1954PLC000759,2016,non_defaulter,Engineering / Manufacturing,0,0.113660062565172,0.0858267716535433,0.1842105263157894,0.0897832817337461,0.0913385826771653,0.1209593326381647,26.444444444444443,0.0881889763779527,1.0275229357798166,0.4705882352941176,0.7401574803149606,0.0023622047244094,7.146772179452637,7.163946684342547,0.1128337639965546,0.2976190476190476,0.0566037735849056,0.1082024432809773
