company_name,cin,financial_year,cohort,sector,target_wilful_default,debt_to_assets,ebitda_margin,pat_margin,roa,retained_earnings_to_assets,cfo_to_assets,cfo_to_ebitda,net_cash_change_to_assets,log_total_assets,log_revenue
Hindustan Unilever Limited,L15140MH1933PLC002030,2016,non_defaulter,FMCG / Foods,0,0.0,0.2022471910112359,0.1331895302791281,0.297198275862069,0.4355603448275862,0.2854885057471264,0.632601082457816,-0.0061063218390804,9.54108193388841,10.343708291934568
Hindustan Unilever Limited,L15140MH1933PLC002030,2017,non_defaulter,FMCG / Foods,0,0.0,0.2136719974913766,0.1407964879272499,0.3043861433123178,0.425327096468036,0.3357738458409599,0.7268858233049603,-0.0042708968883465,9.599066156080047,10.370047760004104
Hindustan Unilever Limited,L15140MH1933PLC002030,2018,non_defaulter,FMCG / Foods,0,0.0,0.2254308472121651,0.1516871832005792,0.3053822380313721,0.3999650125371742,0.3448014461484635,0.7597327508672749,5.831243804303458e-05,9.749695141856147,10.449438978277492
Housing Development and Infra,L70100MH1996PLC101379,2016,defaulter,Real Estate,1,0.1278250755340658,0.5674868415422141,0.2913774658735932,0.0215922149809864,0.6707818251465654,0.025172314069504,0.5985853893949448,-0.0040716095922555,9.66572009119138,7.063433363161815
Housing Development and Infra,L70100MH1996PLC101379,2017,defaulter,Real Estate,1,0.1246221602091176,0.7262559615087014,0.2465497108932063,0.0110544947165507,0.6867039502235499,0.0099859461259751,0.3066656335354396,-0.0019863397353733,9.671131697959376,6.56640516483657
Housing Development and Infra,L70100MH1996PLC101379,2018,defaulter,Real Estate,1,0.1052440018185934,0.8618697614442296,0.2458542875564152,0.0058808179722436,0.6801089182021588,0.0230747924317395,1.1192734671893234,3.7013435260108833e-06,9.69340397232633,5.960360802056648
IRB Infrastructure Developers Limited,L65910MH1998PLC115967,2014,non_defaulter,Infrastructure,0,0.3710277214334009,0.2377938517179023,0.1301989150090416,0.0486815415821501,0.2356321839080459,0.0868830290736984,0.9771863117870724,-0.0057471264367816,8.68541582383069,7.701652362642226
IRB Infrastructure Developers Limited,L65910MH1998PLC115967,2015,non_defaulter,Infrastructure,0,0.3540442205429611,0.2275051124744376,0.0705521472392638,0.0193115029387069,0.2516092919115589,0.0906801007556675,1.456179775280899,-0.0012594458438287,8.874308038583354,7.578656850594762
IRB Infrastructure Developers Limited,L65910MH1998PLC115967,2016,non_defaulter,Infrastructure,0,0.3718650541056651,0.2272398843930635,0.1054913294797687,0.0371737746658179,0.257288351368555,0.0682367918523233,0.8521462639109698,0.0045830681094844,8.96890555068972,7.92588031673756
ITC Limited,L16005WB1910PLC001985,2016,non_defaulter,FMCG / Foods,0,0.0008394795226959,0.4238854112565945,0.2549818221578329,0.186444404469229,0.8165337490755732,0.1841258419779736,0.5940542980589412,0.0007195538765965,10.82039809228969,10.507338930610484
ITC Limited,L16005WB1910PLC001985,2017,non_defaulter,FMCG / Foods,0,0.0004795632285672,0.4138223552894212,0.2545159680638723,0.1881547882543898,0.8138925778368009,0.1844842850818946,0.6030387073435427,0.0015493581230633,10.900731346815949,10.598632735758748
ITC Limited,L16005WB1910PLC001985,2018,non_defaulter,FMCG / Foods,0,0.0002885493980538,0.4457656326932545,0.2762924667651403,0.1799105496866033,0.8044115996858018,0.2028021352655456,0.6986800684818026,-0.0009618313268463,11.041016020812398,10.612015835134375
IVRCL Limited,L45201AP1987PLC007959,2014,defaulter,Infrastructure,1,0.4773298241416437,-0.005574912891986,-0.1665505226480836,-0.0857758105036487,0.1661682019380308,-0.0608924512501495,21.208333333333332,0.0027515253020696,9.031094081699155,8.367532416861831
IVRCL Limited,L45201AP1987PLC007959,2015,defaulter,Infrastructure,1,0.5365798669823019,0.0227783124799486,-0.2155919153031761,-0.0757524518092661,0.1176868447751099,-0.0462180137526772,-5.774647887323944,-0.0002254537256228,9.090542808520588,8.044626279767337
IVRCL Limited,L45201AP1987PLC007959,2016,defaulter,Infrastructure,1,0.5880052151238592,-0.1481795088907705,-0.4521591871295512,-0.126585279127652,0.0343724072537631,-0.0154083204930662,0.3714285714285714,-0.0026075619295958,9.040382074165628,7.767263996757308
Indian Hotels Company Limited,L74999MH1902PLC000183,2015,non_defaulter,Travel / Hospitality,0,0.445818282856349,0.1032608695652173,-0.0405138339920948,-0.0113920533481522,0.352042233953876,0.0557099194220616,1.9186602870813396,0.0338983050847457,8.881558488638976,7.6128310304073565
Indian Hotels Company Limited,L74999MH1902PLC000183,2016,non_defaulter,Travel / Hospitality,0,0.3616557734204793,0.2301587301587301,0.037037037037037,0.0140774258421317,0.3815987933634992,0.0785989609519021,0.8984674329501916,-0.0440757499581029,8.693999567522082,7.726653664847643
Indian Hotels Company Limited,L74999MH1902PLC000183,2017,non_defaulter,Travel / Hospitality,0,0.3285233285233285,0.2543713572023314,0.0595337218984179,0.0229276895943562,0.4277697611030944,0.0734327400994067,0.7495908346972177,-0.0011223344556677,8.738254576526122,7.784057002639929
